drug,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,main_cluster,max_membership,membership_entropy,cluster_num,cluster,membership_score,display_label,target,pathway,research_area
6-Mercaptopurine,0.46542023946242495,0.03731764083546903,0.13673757867250189,0.040778225033470374,0.03691767429627685,0.03563552637432639,0.06476929060474819,0.03937122081514339,0.07488535409213871,0.06816724981350022,cluster_1,0.46542023946242495,1.8036227220529542,1,Cluster_1,0.46542023946242495,6-Mercaptopurine,Autophagy; Endogenous Metabolite; Nucleoside Antimetabolite/Analog,Autophagy; Cell Cycle/DNA Damage; Metabolic Enzyme/Protease,Cancer
ATP (dimagnesium),0.0016743008966352887,0.1380886067346985,0.0011947611482094082,0.003291578330111241,0.4296270695152207,0.02612582104818618,0.0005767759387103278,0.3672701808248739,0.000875305679009951,0.03127559988434457,cluster_5,0.4296270695152207,1.2558555158783056,5,Cluster_5,0.4296270695152207,ATP (dimagnesium),Endogenous Metabolite,Metabolic Enzyme/Protease,Inflammation/Immunology
Abemaciclib (methanesulfonate),0.7154795732920808,0.023160997577744927,0.059601506604375465,0.022287423729039982,0.025179265734582637,0.02118969847100179,0.03007603187419528,0.026006850676263987,0.03033901549558886,0.0466796365451264,cluster_1,0.7154795732920808,1.2033699405476848,1,Cluster_1,0.7154795732920808,Abemaciclib (methanesulfonate),CDK,Cell Cycle/DNA Damage,Cancer
Acetophenazine (dimaleate),0.025692294754185382,0.04215842490683719,0.039043234157834436,0.5260333593415938,0.03380006110723385,0.054138086540237204,0.04637314651026888,0.0407806526770692,0.12311884295107069,0.06886189705366937,cluster_4,0.5260333593415938,1.6794987073127179,4,Cluster_4,0.5260333593415938,Acetophenazine (dimaleate),Dopamine Receptor,GPCR/G Protein; Neuronal Signaling,Neurological Disease
Adiphenine (hydrochloride),0.0005216475676427353,0.016987451976245942,0.0003589651494703007,0.0009734558226874333,0.8963106434414858,0.005451093667272029,0.00017597658249453272,0.07001720036345119,0.00026272899364391633,0.008940836435606012,cluster_5,0.8963106434414858,0.4413369913471916,5,Cluster_5,0.8963106434414858,Adiphenine (hydrochloride),nAChR,Membrane Transporter/Ion Channel; Neuronal Signaling,Neurological Disease
Alcaftadine,0.0018239081824744838,0.4875700233324694,0.0013706104020275213,0.004315556679816712,0.10728179771457406,0.06153260135356939,0.0006827570651886352,0.29976903235264235,0.001060404575091768,0.034593308342145655,cluster_2,0.4875700233324694,1.2950799127202475,2,Cluster_2,0.4875700233324694,Alcaftadine,Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Inflammation/Immunology; Endocrinology
Almotriptan (malate),5.079647381418169e-05,0.0022276028004391837,3.487055614792362e-05,9.428545231197586e-05,0.984473247481988,0.000600347575868063,1.706085259216955e-05,0.011565550883652364,2.5524175183404206e-05,0.0009107137480026534,cluster_5,0.984473247481988,0.09360924819774404,5,Cluster_5,0.984473247481988,Almotriptan (malate),5-HT Receptor,GPCR/G Protein; Neuronal Signaling,Neurological Disease
Ambroxol,0.008897173397944902,0.2359450140997304,0.005884217469208069,0.01633341039156518,0.19146348996091075,0.10192016264148338,0.003079137207534366,0.31170796921908317,0.004715238310999146,0.1200541873015408,cluster_8,0.31170796921908317,1.6903316375225934,8,Cluster_8,0.31170796921908317,Ambroxol,Autophagy; Glucosidase,Autophagy; Metabolic Enzyme/Protease,Metabolic Disease; Neurological Disease
Amcinonide,0.00017471024639622383,0.00824370437230972,0.00012010828456088825,0.0003285947296258936,0.945504692930828,0.002204944487215159,5.8644783286672404e-05,0.04008395628167214,8.819846443214888e-05,0.0031924454196730298,cluster_5,0.945504692930828,0.2599406900954615,5,Cluster_5,0.945504692930828,Amcinonide,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology; Endocrinology
Amiodarone (hydrochloride),0.014172068963482215,0.005751182719889582,0.03065434131738597,0.024885759582878107,0.004982795849665558,0.006320824360432609,0.1717481957099222,0.0057195760457918144,0.7254257225016546,0.010339532948897254,cluster_9,0.7254257225016546,0.9593973722241558,9,Cluster_9,0.7254257225016546,Amiodarone (hydrochloride),Autophagy; Potassium Channel,Autophagy; Membrane Transporter/Ion Channel,Cardiovascular Disease; Cancer
Amisulpride,0.0008906151648603218,0.732322520213948,0.0006722198976018848,0.0022880407068391023,0.03557028453690503,0.06457621758045867,0.00034416905834487084,0.1459364020318892,0.0005439892586479106,0.016855541550505112,cluster_2,0.732322520213948,0.9053477988941273,2,Cluster_2,0.732322520213948,Amisulpride,Dopamine Receptor,GPCR/G Protein; Neuronal Signaling,Cancer; Neurological Disease
Amodiaquine (dihydrochloride),0.013026959586356971,0.0037695420596849144,0.029060678134936395,0.010630009374827137,0.0033937354013271804,0.0042085447992695904,0.7895365293009284,0.0037734991245279015,0.1364284441499059,0.006172058068235256,cluster_7,0.7895365293009284,0.7818251728270514,7,Cluster_7,0.7895365293009284,Amodiaquine (dihydrochloride),Histone Methyltransferase; Parasite,Anti-infection; Epigenetics,Infection; Inflammation/Immunology; Neurological Disease
Anamorelin,0.023407308810511302,0.14226068907678138,0.022730001598201106,0.15874527258473983,0.08739620739999808,0.2293175543510129,0.01689021927801212,0.1245366813674277,0.031287256731896876,0.16342880880141872,cluster_6,0.2293175543510129,2.026985607599893,6,Cluster_6,0.2293175543510129,Anamorelin,GHSR,GPCR/G Protein,Cancer; Endocrinology
Andrographolide,0.012968308568222026,0.12226916552196854,0.008088068013884637,0.016753920312590813,0.32352380504181755,0.06075549051413717,0.00359538564698872,0.24258663412664536,0.005461240875946303,0.2039979813777988,cluster_5,0.32352380504181755,1.6726077267959412,5,Cluster_5,0.32352380504181755,Andrographolide,Autophagy; Influenza Virus; NF-ÎºB; Parasite; SARS-CoV,Anti-infection; Autophagy; NF-ÎºB,Cancer; Infection; Inflammation/Immunology
Aniracetam,0.0006551039311117791,0.8215050051597341,0.000501152126919321,0.001757179318345416,0.021103184313526535,0.03698899970918672,0.000258535532406433,0.10558357057131812,0.0004158802043530171,0.011231389133098506,cluster_2,0.8215050051597341,0.6778309228495366,2,Cluster_2,0.8215050051597341,Aniracetam,iGluR; nAChR,Membrane Transporter/Ion Channel; Neuronal Signaling,Neurological Disease
Antazoline (hydrochloride),0.008546823921870709,0.23112733741534486,0.0065358973460065166,0.020881570439048733,0.07622855110805402,0.34674439506328986,0.003305516904374899,0.16605821238639357,0.005507589400881923,0.13506410601473487,cluster_6,0.34674439506328986,1.6724678089347995,6,Cluster_6,0.34674439506328986,Antazoline (hydrochloride),Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Neurological Disease; Endocrinology
Antipyrine,8.554709844998985e-05,0.0030437651367579556,5.9182584480945905e-05,0.00015916338467013375,0.9811979339655296,0.0009288512019555771,2.9205885415803995e-05,0.01307200719351812,4.3456946480687945e-05,0.0013808866027415006,cluster_5,0.9811979339655296,0.11204756484204206,5,Cluster_5,0.9811979339655296,Antipyrine,Others,Others,Inflammation/Immunology
Asciminib,0.08514173915459447,0.07281886902094761,0.08180861186094038,0.1803961980361562,0.059305816664729866,0.07924504183625558,0.072782126582189,0.0727127937858833,0.1581244616351562,0.1376643414231474,cluster_4,0.1803961980361562,2.2286269733123447,4,Cluster_4,0.1803961980361562,Asciminib,Bcr-Abl,Protein Tyrosine Kinase/RTK,Cancer
Atazanavir (sulfate),0.0005695976006624339,0.811178161050979,0.00043624788646334426,0.0015241035295067815,0.0233326863349909,0.030383171153799845,0.0002222066109983844,0.12141757780406512,0.00035666360400700274,0.01057958442452732,cluster_2,0.811178161050979,0.6899430967568138,2,Cluster_2,0.811178161050979,Atazanavir (sulfate),Cytochrome P450; Endogenous Metabolite; HIV; HIV Protease; P-glycoprotein; SARS-CoV,Anti-infection; Membrane Transporter/Ion Channel; Metabolic Enzyme/Protease,Cancer; Infection
Atorvastatin (hemicalcium salt),0.010948560161800656,0.2433793834702113,0.010596955449290027,0.05222991281777467,0.11631757812372515,0.17983267526283991,0.005332057461961947,0.1985144571510635,0.008907411149853986,0.17394100895147882,cluster_2,0.2433793834702113,1.8496881466921662,2,Cluster_2,0.2433793834702113,Atorvastatin (hemicalcium salt),Autophagy; Ferroptosis; HMG-CoA Reductase (HMGCR),Apoptosis; Autophagy; Metabolic Enzyme/Protease,Metabolic Disease; Inflammation/Immunology; Cancer
Azatadine (dimaleate),5.469722267623809e-05,0.0018904596781261396,3.738781113955589e-05,9.863513532425489e-05,0.9883864251297665,0.0005783838758112994,1.8250880595741803e-05,0.007991699803338777,2.7155989354683343e-05,0.0009169044738668516,cluster_5,0.9883864251297665,0.0750332540802695,5,Cluster_5,0.9883864251297665,Azatadine (dimaleate),Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Inflammation/Immunology; Endocrinology
Azelastine (hydrochloride),0.015618800425936557,0.031975683947820015,0.023015615726667785,0.7154955841766112,0.02578628840444637,0.032631304192206126,0.021203284698071288,0.031575667452398176,0.049773037585220656,0.05292473339062187,cluster_4,0.7154955841766112,1.2030784097167413,4,Cluster_4,0.7154955841766112,Azelastine (hydrochloride),Histamine Receptor; SARS-CoV,Anti-infection; GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Infection; Endocrinology; Metabolic Disease; Inflammation/Immunology
Baicalein,0.06226906074098313,0.024823794583593625,0.6174519675974195,0.03819649451954761,0.023700552154207594,0.02585172386861417,0.07829554129059253,0.025271251634632914,0.0663891286081135,0.03775048500229556,cluster_3,0.6174519675974195,1.466385447275823,3,Cluster_3,0.6174519675974195,Baicalein,Ferroptosis; Influenza Virus; Xanthine Oxidase,Anti-infection; Apoptosis; Metabolic Enzyme/Protease,Cancer
Balsalazide,7.66637854591877e-06,0.0002719121465654116,5.264608427832201e-06,1.4015319125358543e-05,0.9982903672695816,8.245175828337924e-05,2.5811414354794454e-06,0.001194514892260584,3.841291310884648e-06,0.00012738519446323885,cluster_5,0.9982903672695816,0.014289454119438336,5,Cluster_5,0.9982903672695816,Balsalazide,Interleukin Related; STAT,Immunology/Inflammation; JAK/STAT Signaling; Stem Cell/Wnt,Cancer; Inflammation/Immunology
Belzutifan,5.165826483868178e-05,0.001843759918218883,3.5686110213585495e-05,9.580809305531661e-05,0.988529528564435,0.0005605892098372636,1.7586064581741024e-05,0.007999016022170588,2.6169409244092644e-05,0.0008401983434047713,cluster_5,0.988529528564435,0.07401297644490598,5,Cluster_5,0.988529528564435,Belzutifan,HIF/HIF Prolyl-Hydroxylase,Metabolic Enzyme/Protease,Cancer
Benzamil (hydrochloride),0.18110208561376961,0.07941286859969389,0.08161645236953834,0.09513591071460527,0.07202575008948614,0.07648988225935723,0.05892956134532633,0.08456108990942258,0.10433090107125363,0.16639549802754702,cluster_1,0.18110208561376961,2.2349868291537356,1,Cluster_1,0.18110208561376961,Benzamil (hydrochloride),Na+/Ca2+ Exchanger; Sodium Channel,Membrane Transporter/Ion Channel,Neurological Disease
Benztropine (mesylate),0.01889731671829555,0.010506159051285775,0.035917494798824896,0.05120800220773338,0.008788225378979529,0.01254706512585256,0.11610142858215887,0.010244835233869973,0.7174580325781249,0.018331440324874573,cluster_9,0.7174580325781249,1.0995337500799247,9,Cluster_9,0.7174580325781249,Benztropine (mesylate),Dopamine Receptor; Histamine Receptor; mAChR,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Cancer; Neurological Disease
Bepotastine,7.993597134734799e-05,0.002846255965449544,5.529132860278486e-05,0.0001486699628668646,0.9824004596288641,0.0008679479037762848,2.728026479711473e-05,0.012241775555152852,4.059232952292544e-05,0.0012917910896199617,cluster_5,0.9824004596288641,0.106041916783975,5,Cluster_5,0.9824004596288641,Bepotastine,Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Endocrinology; Inflammation/Immunology
Betahistine,7.058333419736183e-05,0.0025154867379880157,4.880408450207294e-05,0.00013117026456645837,0.9844158841394989,0.0007663190941441093,2.407088321581122e-05,0.010848957348649222,3.5817664561632374e-05,0.0011429064486763705,cluster_5,0.9844158841394989,0.09578938402093201,5,Cluster_5,0.9844158841394989,Betahistine,Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Cancer; Inflammation/Immunology
Betamethasone dipropionate,8.231101283091492e-06,0.0002929818993586137,5.655408851976805e-06,1.5062468753538319e-05,0.9981651482223044,8.856772105548897e-05,2.77220119575837e-06,0.0012804942539095838,4.125781514132746e-06,0.000136960941773421,cluster_5,0.9981651482223044,0.015208874814956606,5,Cluster_5,0.9981651482223044,Betamethasone dipropionate,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology; Endocrinology; Cancer
Betamethasone disodium phosphate,0.001063279195035254,0.7488216426305853,0.0008289890748044577,0.0029560602283558762,0.02948215296453586,0.0883940837440554,0.00042998868149239346,0.10860679940083785,0.0007030283630480338,0.018713975717249483,cluster_2,0.7488216426305853,0.889311124510527,2,Cluster_2,0.7488216426305853,Betamethasone disodium phosphate,Others,Others,Others
Betamethasone valerate,0.00466554529337245,0.3051124165968365,0.0038909203635811578,0.01472290574568088,0.06254450246067442,0.4029593924561365,0.002122024194062545,0.1349315298147274,0.0035610108794516646,0.06548975219547665,cluster_6,0.4029593924561365,1.4924747375283998,6,Cluster_6,0.4029593924561365,Betamethasone valerate,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology
Betazole,5.853957311456078e-05,0.002088103463004915,4.045341716433559e-05,0.00010865189638245521,0.9870287860347781,0.0006353791348074314,1.994186717132638e-05,0.009039979517200099,2.967449292932374e-05,0.0009504906034474148,cluster_5,0.9870287860347781,0.08210432107188183,5,Cluster_5,0.9870287860347781,Betazole,Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Metabolic Disease
Binimetinib,0.14451291762205803,0.026394130237039654,0.5729469610517525,0.027584807891504096,0.026761102058210837,0.02591517315340091,0.060845596659907915,0.027884076289974146,0.04630666627468399,0.040848568761467904,cluster_3,0.5729469610517525,1.5282455229932932,3,Cluster_3,0.5729469610517525,Binimetinib,Autophagy; MEK,Autophagy; MAPK/ERK Pathway,Cancer
Bromhexine (hydrochloride),8.194565614182015e-06,0.0002917277183854939,5.630558710537629e-06,1.4997389200584127e-05,0.9981729046534188,8.818446751927231e-05,2.760122740615924e-06,0.001275154772936987,4.10780853428689e-06,0.00013633794293947001,cluster_5,0.9981729046534188,0.015152159178338537,5,Cluster_5,0.9981729046534188,Bromhexine (hydrochloride),Autophagy; HIV; SARS-CoV,Anti-infection; Autophagy,Metabolic Disease
Budesonide,0.0009874549271332975,0.6778728813257815,0.000748116247876695,0.0025328948657316,0.04025484420692689,0.05121419150659592,0.0003827987895383327,0.20665776323069157,0.0006153394411660655,0.01873371545855806,cluster_2,0.6778728813257815,0.9803387067937788,2,Cluster_2,0.6778728813257815,Budesonide,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Cancer; Inflammation/Immunology
Butylphthalide,0.00046973471372246185,0.8377512447454891,0.0003539855234819131,0.0011915849714378684,0.01849819761309386,0.022046880280078517,0.00017931775984502204,0.11022883422639904,0.0002860957274369534,0.00899412443901503,cluster_2,0.8377512447454891,0.6099848303414593,2,Cluster_2,0.8377512447454891,Butylphthalide,Others,Others,Neurological Disease
Cabazitaxel,0.10198539074501928,0.11300733063520871,0.04520512630979937,0.04548959326054027,0.1401325526287858,0.09680967268380897,0.019469526380331413,0.1394388225651362,0.027662432383208205,0.2707995524081618,cluster_10,0.2707995524081618,2.0656165612159945,10,Cluster_10,0.2707995524081618,Cabazitaxel,Autophagy; Microtubule/Tubulin,Autophagy; Cell Cycle/DNA Damage; Cytoskeleton,Cancer
Camphor,0.001090065897296241,0.7300506079616288,0.0008464780259884215,0.0030253909721979135,0.021727748786637486,0.14262823519943696,0.00043963017458547085,0.08144104196676348,0.000715185330540941,0.018035615684924195,cluster_2,0.7300506079616288,0.9068900164245083,2,Cluster_2,0.7300506079616288,Camphor,Influenza Virus; TRP Channel,Anti-infection; Membrane Transporter/Ion Channel; Neuronal Signaling,Cancer; Infection; Inflammation/Immunology
Carbenoxolone (disodium),5.4166592958234233e-05,0.0019331870268054971,3.7424765091418564e-05,0.00010049534435117098,0.987981048860818,0.0005878813636919014,1.8445212365634393e-05,0.008379458616161932,2.744774611592927e-05,0.000880444471640521,cluster_5,0.987981048860818,0.07699172955501167,5,Cluster_5,0.987981048860818,Carbenoxolone (disodium),11Î²-HSD; Gap Junction Protein; Orthopoxvirus,Anti-infection; Cytoskeleton; Metabolic Enzyme/Protease,Infection; Inflammation/Immunology
Caroverine (hydrochloride),0.0009589812750304659,0.03012336689579277,0.0006647287896116007,0.001784076032055687,0.83444557496702,0.012777847049494976,0.00033140763649122174,0.10268134747437728,0.0004959484609486099,0.015736721419177507,cluster_5,0.83444557496702,0.6405406795799851,5,Cluster_5,0.83444557496702,Caroverine (hydrochloride),iGluR,Membrane Transporter/Ion Channel; Neuronal Signaling,Neurological Disease
Cetirizine (dihydrochloride),0.00033223845029672146,0.01718851223200659,0.0002318275942564808,0.0006338780259593276,0.8995446318654368,0.004334455904434736,0.00011261254352765886,0.07131054398805747,0.00016921860352883604,0.00614208079249549,cluster_5,0.8995446318654368,0.4200140487632669,5,Cluster_5,0.8995446318654368,Cetirizine (dihydrochloride),Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Inflammation/Immunology; Endocrinology; Cancer
Chloroprocaine (hydrochloride),9.136533162423896e-05,0.003249792070200065,6.322395373555951e-05,0.00017008228252039909,0.9799518420726469,0.0009921329658377671,3.1206793651160707e-05,0.01393076099915307,4.6433678242800126e-05,0.0014731598523879711,cluster_5,0.9799518420726469,0.11819076595834485,5,Cluster_5,0.9799518420726469,Chloroprocaine (hydrochloride),Na+/K+ ATPase,Membrane Transporter/Ion Channel,Neurological Disease
Chloropyramine hydrochloride,0.0023600693446410442,0.37575495783440954,0.0018991523273369604,0.008291630155328225,0.0370935641115366,0.4172522952235226,0.0010371870681339952,0.11265513535460724,0.001712088716116772,0.04194391986436699,cluster_6,0.4172522952235226,1.3176421035831543,6,Cluster_6,0.4172522952235226,Chloropyramine hydrochloride,FAK; Histamine Receptor; VEGFR,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling; Protein Tyrosine Kinase/RTK,Cancer; Endocrinology
Chlorpheniramine (maleate),0.0003588836313181577,0.017333184191624763,0.000250040338952041,0.0006911305311087984,0.8946423439499334,0.00474119352620092,0.0001232957343683701,0.07538641571529618,0.00018418888864314296,0.0062893234925544715,cluster_5,0.8946423439499334,0.4346697173846794,5,Cluster_5,0.8946423439499334,Chlorpheniramine (maleate),Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Inflammation/Immunology; Endocrinology
Chlorpropamide,0.18805133175802963,0.020776817042810952,0.22369729296465182,0.04106112463025017,0.021296554383504453,0.02044411692114305,0.28512445675416503,0.022267730411553277,0.1398323850008665,0.03744819013302524,cluster_7,0.28512445675416503,1.862912678972053,7,Cluster_7,0.28512445675416503,Chlorpropamide,Na+/K+ ATPase,Membrane Transporter/Ion Channel,Endocrinology
Ciclesonide,0.012910118728181522,0.20654585506066747,0.011430085116384632,0.028691170408570964,0.08906188856103098,0.3543105904433392,0.005791604525851693,0.15316658130644306,0.009089666085336344,0.1290024397641941,cluster_6,0.3543105904433392,1.742063271044209,6,Cluster_6,0.3543105904433392,Ciclesonide,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology; Endocrinology
Clobetasone butyrate,5.469722267623843e-05,0.0018904596781261504,3.738781113955613e-05,9.863513532425552e-05,0.9883864251297665,0.0005783838758113031,1.8250880595741918e-05,0.007991699803338824,2.7155989354683512e-05,0.0009169044738668573,cluster_5,0.9883864251297665,0.07503325408026981,5,Cluster_5,0.9883864251297665,Clobetasone butyrate,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology
Clomiphene (citrate),0.1456063645605309,0.08255681426563195,0.08353359214708324,0.10001806352032781,0.09247672163283611,0.07316192133070007,0.056625020577055596,0.09582695008183756,0.07984910841102476,0.19034544347297208,cluster_10,0.19034544347297208,2.240544598401469,10,Cluster_10,0.19034544347297208,Clomiphene (citrate),Estrogen Receptor/ERR,Vitamin D Related/Nuclear Receptor,Endocrinology
Cobicistat,0.07671542099039652,0.045223242963793084,0.12143283871433123,0.13057131522248916,0.03926253540307004,0.05250592700996132,0.12122089476049316,0.04547389423661988,0.2831205963913663,0.08447333430747925,cluster_9,0.2831205963913663,2.1030450909555927,9,Cluster_9,0.2831205963913663,Cobicistat,Cytochrome P450; HIV,Anti-infection; Metabolic Enzyme/Protease,Infection; Cancer
Cromolyn (sodium),0.00026125482042468326,0.00909234016521801,0.00018171337146387465,0.0005041820726107446,0.9412363288739105,0.0028439662673685664,8.990713372138896e-05,0.041225341014414336,0.00013433741661134668,0.004430628864256621,cluster_5,0.9412363288739105,0.2814617267241915,5,Cluster_5,0.9412363288739105,Cromolyn (sodium),Calcium Channel; GSK-3,Membrane Transporter/Ion Channel; Neuronal Signaling; PI3K/Akt/mTOR; Stem Cell/Wnt,Inflammation/Immunology
Cyclothiazide,0.0009035578181227993,0.02712177177070232,0.0006118143445371701,0.001571575806485144,0.8519461088601598,0.008904667097668536,0.0002964586579078743,0.09348929855972203,0.00044039546050566176,0.014714351624188673,cluster_5,0.8519461088601598,0.5868463196205562,5,Cluster_5,0.8519461088601598,Cyclothiazide,iGluR,Membrane Transporter/Ion Channel; Neuronal Signaling,Neurological Disease
Cytidine,0.0023095190581061136,0.0803512455478376,0.0017068424156002173,0.004753857689652714,0.6163110813887538,0.02684156723107848,0.0008511492006583195,0.23474735530447385,0.00127195647956638,0.03085542568427267,cluster_5,0.6163110813887538,1.110355842089435,5,Cluster_5,0.6163110813887538,Cytidine,Endogenous Metabolite; Nucleoside Antimetabolite/Analog,Cell Cycle/DNA Damage; Metabolic Enzyme/Protease,Neurological Disease
DFO,0.02525558943270142,0.13270081641155518,0.014261581410906315,0.02987760722177417,0.2309810720500651,0.08077307319629379,0.007238852663791523,0.20137748931486932,0.010799200905882583,0.2667347173921606,cluster_10,0.2667347173921606,1.8279300148594535,10,Cluster_10,0.2667347173921606,DFO,,,
Daprodustat,0.0038447477074258847,0.40892946386421725,0.0031364288398420272,0.010273898109170069,0.12646600697792862,0.10154401219092618,0.0016045504363247603,0.292732885764791,0.0025106105301497435,0.04895739557922456,cluster_2,0.40892946386421725,1.478601029407446,2,Cluster_2,0.40892946386421725,Daprodustat,HIF/HIF Prolyl-Hydroxylase,Metabolic Enzyme/Protease,Cardiovascular Disease
Deflazacort,0.00038939793713647686,0.09268110206119684,0.00027369542483721707,0.000828850601640193,0.08161519479562557,0.009259606473050663,0.0001360884703364633,0.8062238707652717,0.00020906579756734935,0.008383127673337518,cluster_8,0.8062238707652717,0.6962173911595996,8,Cluster_8,0.8062238707652717,Deflazacort,Glucocorticoid Receptor,Immunology/Inflammation; Vitamin D Related/Nuclear Receptor,Inflammation/Immunology; Endocrinology
Delavirdine (mesylate),7.913020569463196e-05,0.002817962496656355,5.473294808219192e-05,0.0001471654863061923,0.9825732706436461,0.0008592097399351916,2.7004015405872186e-05,0.012122355812736936,4.0181377321039695e-05,0.0012789872742155568,cluster_5,0.9825732706436461,0.1051723156828184,5,Cluster_5,0.9825732706436461,Delavirdine (mesylate),HIV; Reverse Transcriptase,Anti-infection,Infection
Desloratadine,0.02835097413122597,0.01066824052545078,0.0409805578401369,0.04004771265114773,0.009157910220510797,0.012293014405599047,0.16817797169696894,0.010544357615160474,0.6607073638901823,0.019071897023617144,cluster_9,0.6607073638901823,1.2034470727192756,9,Cluster_9,0.6607073638901823,Desloratadine,Endogenous Metabolite; Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Metabolic Enzyme/Protease; Neuronal Signaling,Inflammation/Immunology; Endocrinology; Cancer
Dexpramipexole (dihydrochloride),8.172050983237748e-06,0.0002909572508710921,5.615259669641965e-06,1.4957385931910713e-05,0.9981776657124741,8.794882910623597e-05,2.7526926147912143e-06,0.0012718809591771468,4.096752489919373e-06,0.00013595310668181214,cluster_5,0.9981776657124741,0.015117321032807678,5,Cluster_5,0.9981776657124741,Dexpramipexole (dihydrochloride),Dopamine Receptor,GPCR/G Protein; Neuronal Signaling,Neurological Disease
Diacerein,0.00046551933789984874,0.03201580220521788,0.0003221801443678329,0.0009113074993036604,0.690606267079567,0.006809068110847855,0.00015875790165035335,0.2593512780185166,0.00024028181922252463,0.00911953788340644,cluster_5,0.690606267079567,0.8085932258084206,5,Cluster_5,0.690606267079567,Diacerein,Interleukin Related,Immunology/Inflammation,Inflammation/Immunology
Digitoxin,0.00372250866231153,0.07517463517763731,0.00235905196316166,0.005633751785258688,0.6354103389375481,0.02845373911635376,0.00115628932595222,0.19228807087077396,0.0017068109060288657,0.054094803254974094,cluster_5,0.6354103389375481,1.1417756827618,5,Cluster_5,0.6354103389375481,Digitoxin,Na+/K+ ATPase,Membrane Transporter/Ion Channel,Cardiovascular Disease
Dimenhydrinate,0.0008077978057614707,0.4560923506394656,0.0005891656003756023,0.001933596923743312,0.06016618569638503,0.03151589816686941,0.00030125431959570465,0.4308782598263884,0.000471475635140495,0.017244015386274913,cluster_2,0.4560923506394656,1.0971788838523686,2,Cluster_2,0.4560923506394656,Dimenhydrinate,Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Neurological Disease; Endocrinology
Dimethyl fumarate,0.00044282616687948555,0.031087878001490744,0.0003085929605804309,0.0008851008899471499,0.7283426841342695,0.006569659501332759,0.0001533722153483568,0.2238091296794846,0.00023217951718975934,0.008168576933477226,cluster_5,0.7283426841342695,0.7615211878310054,5,Cluster_5,0.7283426841342695,Dimethyl fumarate,Autophagy; Endogenous Metabolite; HIV; Keap1-Nrf2; Reactive Oxygen Species,Anti-infection; Autophagy; Immunology/Inflammation; Metabolic Enzyme/Protease; NF-ÎºB,Cancer; Infection; Inflammation/Immunology; Neurological Disease
Diphenhydramine (hydrochloride),0.0023232387474060932,0.07535247741668748,0.0019589318426211796,0.007200866676516946,0.020068204045155455,0.8276466179744767,0.0011239333947664913,0.03915103169439197,0.0018808410283932204,0.023293857179584466,cluster_6,0.8276466179744767,0.7255380074727885,6,Cluster_6,0.8276466179744767,Diphenhydramine (hydrochloride),Bacterial; Endogenous Metabolite; Histamine Receptor,Anti-infection; GPCR/G Protein; Immunology/Inflammation; Metabolic Enzyme/Protease; Neuronal Signaling,Inflammation/Immunology; Endocrinology; Cancer
Diphenylpyraline (hydrochloride),0.0008699048156637816,0.6561595897769803,0.0006535575998823042,0.0021028999656597493,0.054089975765284515,0.03268803093264363,0.00032368964217652213,0.23496341386281203,0.0005106461105448607,0.01763829152835256,cluster_2,0.6561595897769803,0.9879564697687189,2,Cluster_2,0.6561595897769803,Diphenylpyraline (hydrochloride),Histamine Receptor,GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling,Neurological Disease; Endocrinology
Efavirenz,5.469722267623843e-05,0.0018904596781261504,3.738781113955613e-05,9.863513532425552e-05,0.9883864251297665,0.0005783838758113031,1.8250880595741918e-05,0.007991699803338824,2.7155989354683512e-05,0.0009169044738668573,cluster_5,0.9883864251297665,0.07503325408026981,5,Cluster_5,0.9883864251297665,Efavirenz,Autophagy; Endogenous Metabolite; HIV; Parasite; Reverse Transcriptase,Anti-infection; Autophagy; Metabolic Enzyme/Protease,Infection; Cancer
