protein,gene_symbol,display_label,cluster,mean_value,sd_value,max_abs_value,non_na_fraction
Q16763,UBE2S,UBE2S,Cluster_4,-0.34695952920646994,0.41934178010407663,2.3925258371239977,1.0
P10114,RAP2A,RAP2A,Cluster_4,-0.03712922943547645,0.628105527690003,2.39157113799336,1.0
Q9BUE6,ISCA1,ISCA1,Cluster_4,0.008987470433207037,0.3329627968197122,2.390865546581228,1.0
Q96P50,ACAP3,ACAP3,Cluster_4,-0.3017022360541499,0.44536923683394375,2.3892918458810346,1.0
O00488,ZNF593,ZNF593,Cluster_4,-0.3619703801190853,0.3685981375689967,2.388808600129945,1.0
Q0VF96,CGNL1,CGNL1,Cluster_4,-0.00674099678555217,0.43464924080753997,2.3862116871488794,1.0
Q9H7U1,CCSER2,CCSER2,Cluster_4,-0.19543752703435113,0.6502368179237074,2.3845487376613423,1.0
Q9NS15,LTBP3,LTBP3,Cluster_4,0.23749922023304415,0.5130920647154562,2.3841838871853938,1.0
Q9NPG8,ZDHHC4,ZDHHC4,Cluster_4,0.040349743687783136,0.37300532883371995,2.38402091475748,1.0
Q86VR7,VSIG10L,VSIG10L,Cluster_4,0.24229529203620134,0.4359749845241698,2.382897748066684,1.0
Q8WYB5,KAT6B,KAT6B,Cluster_4,-0.10616067290267689,0.5551931988222858,2.380553434427404,1.0
Q9NYG2,ZDHHC3,ZDHHC3,Cluster_4,0.05545485018140868,0.6356371644903159,2.380024062685303,1.0
Q9P2G1,ANKIB1,ANKIB1,Cluster_4,0.016571616269678135,0.5759155442346872,2.379787938175303,1.0
Q13029,PRDM2,PRDM2,Cluster_4,-0.1801625694373576,0.5357682962143493,2.3785856054068333,1.0
Q8WUJ0,STYX,STYX,Cluster_4,0.05252286551239265,0.5109163775970277,2.377431366314488,1.0
Q92484,SMPDL3A,SMPDL3A,Cluster_4,0.4216913170279345,0.8336128463947697,2.3763081225773224,1.0
Q13588,GRAP,GRAP,Cluster_4,0.41355104855649716,0.8557920506270686,2.3757966573457523,1.0
Q5JWR5,DOP1A,DOP1A,Cluster_4,-0.14885572535176614,0.4239439736563821,2.374277661183706,1.0
Q0VDG4,SCRN3,SCRN3,Cluster_4,0.10903646610918712,0.38865127971842095,2.3738264416798547,1.0
Q8TCN5,ZNF507,ZNF507,Cluster_4,-0.056614661643885,0.6342583001541191,2.372611243070306,1.0
Q9Y448,KNSTRN,KNSTRN,Cluster_4,-0.1805614636829776,0.5100776099925557,2.3724436126582944,1.0
Q7RTV5,PRXL2C,PRXL2C,Cluster_4,0.1942829499588646,0.8325690471789312,2.3696792489277936,1.0
Q8TAP6,CEP76,CEP76,Cluster_4,-0.21653603759795467,0.3678992669945454,2.3683087919109287,1.0
Q14814,MEF2D,MEF2D,Cluster_4,0.008781502727683124,0.38990469950493506,2.36714866363344,1.0
Q9BVN2,RUSC1,RUSC1,Cluster_4,-0.062032242751248724,0.4465019592834186,2.36509278926278,1.0
Q8TCX5,RHPN1,RHPN1,Cluster_4,0.2601316532122692,0.7249458852624976,2.364667631472452,1.0
P42766,RPL35,RPL35,Cluster_4,-0.287162719290523,0.41623120643741063,2.3633896808307213,1.0
Q8N1G1,REXO1,REXO1,Cluster_4,-0.4190965384811348,0.37992537536805987,2.362754705516452,1.0
O60292,SIPA1L3,SIPA1L3,Cluster_4,-0.18223710199284882,0.37146581411512136,2.358934398428419,1.0
Q9UKF7,PITPNC1,PITPNC1,Cluster_4,-0.16881247159051924,0.6250825572025152,2.3580936016278624,1.0
Q5TA50,CPTP,CPTP,Cluster_4,-0.17242797685678946,0.3193998966650511,2.3566622135234283,1.0
A6QL63,ABTB3,ABTB3,Cluster_4,0.11229486664871063,0.3180026207433095,2.3548708610884805,1.0
P23769,GATA2,GATA2,Cluster_4,-0.4777044877732977,0.9958610916003784,2.3539668098862325,1.0
Q9NSK7,C19orf12,C19orf12,Cluster_4,0.022229705868574357,0.34226790389763173,2.350383014308729,1.0
Q9H467,CUEDC2,CUEDC2,Cluster_4,-0.11201401780501685,0.39524460649059984,2.3502363558756727,1.0
Q14142,TRIM14,TRIM14,Cluster_4,0.0447328893405886,0.49627334428289815,2.349467613546585,1.0
Q96RS0,TGS1,TGS1,Cluster_4,0.035810946123416905,0.3090628160078174,2.349352221619148,1.0
P30039,PBLD,PBLD,Cluster_4,-0.19631973547710568,0.6001090812557867,2.349120981235007,1.0
Q9HB58,SP110,SP110,Cluster_4,0.03786447476315321,0.6575538737434629,2.3488698602490548,1.0
Q7Z628,NET1,NET1,Cluster_4,-0.304322004467848,0.40763433470209687,2.3485839828944304,1.0
Q99728,BARD1,BARD1,Cluster_4,-0.3519680272274977,0.4296622689561752,2.3462753172180264,1.0
Q8TEZ7,PAQR8,PAQR8,Cluster_4,0.10692851795982307,0.9333116581514291,2.3435270129937003,1.0
P00450,CP,CP,Cluster_4,0.36706929321283427,0.6733999127703411,2.343203534593972,1.0
Q6AI39,BICRAL,BICRAL,Cluster_4,0.05407424996196321,0.7382394917110706,2.343070988925561,1.0
Q9C0A6,SETD5,SETD5,Cluster_4,0.058468189240520774,0.45637862435478027,2.342339758360433,1.0
Q9HAU4,SMURF2,SMURF2,Cluster_4,0.06568766124856257,0.31788169995817567,2.3419741017550137,1.0
Q14849,STARD3,STARD3,Cluster_4,0.001027163458533881,0.6679927379474021,2.339217816238829,1.0
P13056,NR2C1,NR2C1,Cluster_4,-0.2564928369189765,0.5126440581040884,2.3368462566539243,1.0
O95273,CCNDBP1,CCNDBP1,Cluster_4,0.07689813099334628,0.37124841138072323,2.3359433272169685,1.0
Q8N4H5,TOMM5,TOMM5,Cluster_4,1.0527629786635173,0.6372985872118327,2.3355052661301503,1.0
O00409,FOXN3,FOXN3,Cluster_4,0.005030196601173606,0.5890117019500156,2.3353499398188777,1.0
P24462,CYP3A7,CYP3A7,Cluster_4,0.17304165451063797,0.8530325768682867,2.3350622016233658,1.0
Q9Y5U8,MPC1,MPC1,Cluster_4,-0.03191722030793903,0.35045207785478855,2.333973517217707,1.0
Q70SY1,CREB3L2,CREB3L2,Cluster_4,-0.041588829599338,0.5418944161281858,2.333142732535956,1.0
Q86XN7,PROSER1,PROSER1,Cluster_4,-0.07489109978965146,0.45940140011972674,2.331080192192216,1.0
Q9Y6R9,CCDC61,CCDC61,Cluster_4,-0.18351179657673192,0.961447103284609,2.3303978825548555,1.0
Q8IX90,SKA3,SKA3,Cluster_4,-0.13430611175458568,0.4332601463399373,2.3303153119194384,1.0
A6NKD9,CCDC85C,CCDC85C,Cluster_4,-0.12312963084064868,0.3396053934986967,2.327458797556499,1.0
Q8N302,AGGF1,AGGF1,Cluster_4,-0.19636759622386105,0.2650745375622799,2.3269697592810807,1.0
Q15398,DLGAP5,DLGAP5,Cluster_4,-0.4653830271726009,0.4321776400509668,2.326525380916543,1.0
Q9NWX5,ASB6,ASB6,Cluster_4,-0.0085410890144965,0.5643539558866353,2.3260591969096023,1.0
Q3T906,GNPTAB,GNPTAB,Cluster_4,-0.1502860831345938,0.6245031451286733,2.3242646517861285,1.0
Q9HBM1,SPC25,SPC25,Cluster_4,-0.08082210826174964,0.45556401123541335,2.3241211497288674,1.0
Q8N137,CNTROB,CNTROB,Cluster_4,-0.13946033051236986,0.3757887121537769,2.324053536906602,1.0
Q6F5E8,CARMIL2,CARMIL2,Cluster_4,-0.05957361119951552,0.3665062797112352,2.323161009064449,1.0
Q9Y5N6,ORC6,ORC6,Cluster_4,-0.1860596559618488,0.46128249697110935,2.323082696124331,1.0
Q6ZN18,AEBP2,AEBP2,Cluster_4,-0.28880575834638494,0.3311727224301551,2.321532431946757,1.0
Q8TDQ7,GNPDA2,GNPDA2,Cluster_4,1.0292104965622768,0.7029830565624411,2.319932462078519,1.0
Q6P1K8,GTF2H2C_2,GTF2H2C_2,Cluster_4,-0.14510218113570114,0.32918403248866723,2.3177904541269747,1.0
Q92698,RAD54L,RAD54L,Cluster_4,-0.2447599340371893,0.7860471012833388,2.3161217629114788,1.0
Q8TE96,DQX1,DQX1,Cluster_4,0.02839191192865374,0.5259062210586847,2.313290143466988,1.0
Q99550,MPHOSPH9,MPHOSPH9,Cluster_4,0.05918951360339375,0.7692197712456111,2.307290138222786,1.0
Q6UW56,ATRAID,ATRAID,Cluster_4,-0.7741028703327815,0.505566121928299,2.307147822031609,1.0
Q7L8J4,SH3BP5L,SH3BP5L,Cluster_4,-0.07292765119305862,0.37667521490039846,2.3061164760919315,1.0
Q5SVS4,SLC25A30,SLC25A30,Cluster_4,0.14425896474898947,0.4961935037118002,2.305228559568368,1.0
Q9Y2D9,ZNF652,ZNF652,Cluster_4,-0.00937909573717518,0.2917941091876845,2.304604579707497,1.0
Q99638,RAD9A,RAD9A,Cluster_4,-0.038822773291140124,0.306440043504995,2.3038577018278907,1.0
Q7Z3D4,LYSMD3,LYSMD3,Cluster_4,-0.07717786235840143,0.44577336150277447,2.3019446768123206,1.0
Q96T88,UHRF1,UHRF1,Cluster_4,-0.3628361263497459,0.3965889408769878,2.301723115897083,1.0
Q13309,SKP2,SKP2,Cluster_4,-0.2558345493550805,0.475972671811869,2.301626557949941,1.0
Q8N3Z3,GTPBP8,GTPBP8,Cluster_4,-0.17844293749105472,0.45103946432682324,2.3014681991581263,1.0
O60566,BUB1B,BUB1B,Cluster_4,-0.20522017686429994,0.37023673763263076,2.2961866054323004,1.0
Q14181,POLA2,POLA2,Cluster_4,-0.06572146257331676,0.38517453405559543,2.2957336454345523,1.0
Q6ZN55,ZNF574,ZNF574,Cluster_4,-0.19395707175837504,0.31162316565458986,2.294279768987149,1.0
Q9UJT0,TUBE1,TUBE1,Cluster_4,-0.16020685560061623,0.40927368732007063,2.294215521683876,1.0
Q8NAT1,POMGNT2,POMGNT2,Cluster_4,0.029639748039508085,0.5813010748438876,2.292704763925167,1.0
O95427,PIGN,PIGN,Cluster_4,-0.0246750091726097,0.7566132414911363,2.292693841153838,1.0
Q9BRT6,LLPH,LLPH,Cluster_4,-0.33374083223701007,0.42662624242578445,2.2926174434129685,1.0
Q8WY91,THAP4,THAP4,Cluster_4,-0.3723461899841167,0.36976093391316395,2.292476450321935,1.0
O00562,PITPNM1,PITPNM1,Cluster_4,0.19803968238251696,0.357990990105334,2.288899618809712,1.0
Q86W34,AMZ2,AMZ2,Cluster_4,-0.2633266355203886,0.3181309240909876,2.2874869983104986,1.0
O43766,LIAS,LIAS,Cluster_4,-0.16055411891119792,0.6842839045546424,2.285934150774869,1.0
Q9UJX0,OSGIN1,OSGIN1,Cluster_4,-0.21163686455434325,0.4340296488504863,2.2838696352042,1.0
Q3KNV8,PCGF3,PCGF3,Cluster_4,-0.14466863646290481,0.47353174227834777,2.281722291431532,1.0
Q9H6D7,HAUS4,HAUS4,Cluster_4,-0.058610751783926,0.33819676223031175,2.2811948973338687,1.0
Q15390,MTFR1,MTFR1,Cluster_4,-0.059114489623228586,0.2705627794014475,2.2790396455289006,1.0
Q8ND25,ZNRF1,ZNRF1,Cluster_4,-0.21513771424942657,0.6745075115831889,2.279039615502924,1.0
Q96GX5,MASTL,MASTL,Cluster_4,-0.11042511904157651,0.39971845805605655,2.278832033675588,1.0
Q499Z4,ZNF672,ZNF672,Cluster_4,0.0828844977992412,0.6129607492949255,2.2786594283053905,1.0
Q96BT3,CENPT,CENPT,Cluster_4,-0.4020691411634295,0.46606564244124743,2.278411126844976,1.0
Q96BQ5,CCDC127,CCDC127,Cluster_4,0.46199947376019773,0.5216622163071898,2.275195188225698,1.0
Q5T6F0,DCAF12,DCAF12,Cluster_4,-1.0675759703944245,0.6671699806358772,2.2748993845094585,1.0
P55317,FOXA1,FOXA1,Cluster_4,0.06106773438902194,0.4516996768369323,2.274714735176886,1.0
Q9UKL6,PCTP,PCTP,Cluster_4,0.2352550897730247,0.5388483264087884,2.2739856982829263,1.0
Q6ZVM7,TOM1L2,TOM1L2,Cluster_4,0.18951356560874372,0.3218967615188212,2.2717862009516843,1.0
Q96KF7,SMIM8,SMIM8,Cluster_4,0.6797217125795366,0.5655339149548759,2.2712953421857147,1.0
O75808,CAPN15,CAPN15,Cluster_4,-0.025377406075936644,0.29550388852312987,2.270953241145719,1.0
O14678,ABCD4,ABCD4,Cluster_4,-0.07472949665487295,0.3810842319568747,2.269311388840292,1.0
P53355,DAPK1,DAPK1,Cluster_4,-0.244163576802809,0.3113078037838338,2.266279093033198,1.0
P50443,SLC26A2,SLC26A2,Cluster_4,-0.36338405372837373,0.4640193919370933,2.2661020338708724,1.0
O43805,SSNA1,SSNA1,Cluster_4,-0.6271500189765551,0.701099055928793,2.265676866084263,1.0
Q9UPS6,SETD1B,SETD1B,Cluster_4,-0.09675596911069628,0.7260476304128017,2.2652868040594427,1.0
Q9HCL2,GPAM,GPAM,Cluster_4,-0.3258813640453934,0.42088290835858555,2.263880127121896,1.0
Q9NVA4,TMEM184C,TMEM184C,Cluster_4,0.04918099324347987,0.4898889315133563,2.26371887674901,1.0
Q9H7X7,IFT22,IFT22,Cluster_4,0.07386441291668855,0.7018121235230397,2.263646565291596,1.0
Q8N2W9,PIAS4,PIAS4,Cluster_4,-0.12248250096735691,0.42132360094661153,2.261270776914028,1.0
Q7L8W6,DPH6,DPH6,Cluster_4,-0.1781119317743482,0.33760140453300114,2.260853137437129,1.0
Q9BXS6,NUSAP1,NUSAP1,Cluster_4,-0.4319921832049822,0.38059196419223135,2.260355689772944,1.0
Q9Y6D0,SELENOK,SELENOK,Cluster_4,-0.12207670709850273,0.40213879964875526,2.259537625220567,1.0
Q9Y421,FAM32A,FAM32A,Cluster_4,-0.32695217667605275,0.33034811985760437,2.257078784012652,1.0
Q9Y2K5,R3HDM2,R3HDM2,Cluster_4,0.0065724191148769495,0.3445383685570672,2.256430909831959,1.0
Q9Y664,KPTN,KPTN,Cluster_4,0.24731755483614787,0.8437699121346424,2.2555187881782466,1.0
P36941,LTBR,LTBR,Cluster_4,0.3011727676512558,0.7065392627439239,2.2517745412676664,1.0
Q9Y6Q3,ZFP37,ZFP37,Cluster_4,0.02820130022295583,0.8042404850224283,2.2510887488901865,1.0
Q9GZU3,TMEM39B,TMEM39B,Cluster_4,-0.10614137933234084,0.5208517058565956,2.249299642876057,1.0
Q12772,SREBF2,SREBF2,Cluster_4,-0.042686471830415566,0.4117766427888572,2.244343640913282,1.0
Q9NVQ4,FAIM,FAIM,Cluster_4,-0.021680579664771934,0.4888544889117387,2.243082917025472,1.0
O95402,MED26,MED26,Cluster_4,-0.3213251265848173,0.3355139660620806,2.239438896383369,1.0
Q8TEL6,TRPC4AP,TRPC4AP,Cluster_4,-0.13113191228517906,0.27130269147218533,2.239296063791937,1.0
Q9NWZ3,IRAK4,IRAK4,Cluster_4,0.05257852117872003,0.568303435167763,2.238154254998138,1.0
Q8TBN0,RAB3IL1,RAB3IL1,Cluster_4,-0.059946851103305346,0.6444544353945322,2.236178087095425,1.0
Q96SQ5,ZNF587,ZNF587,Cluster_4,-0.42223556322731914,0.5777659197699396,2.226773313159736,1.0
O75496,GMNN,GMNN,Cluster_4,-0.020956600355137297,0.39266321647753466,2.226487538661182,1.0
P15822,HIVEP1,HIVEP1,Cluster_4,-0.8010534852170037,0.5254238512226702,2.225841007946526,1.0
Q9NZ71,RTEL1,RTEL1,Cluster_4,-0.11719500233848655,0.40680377524650224,2.2255112984023047,1.0
Q9H992,MARCHF7,MARCHF7,Cluster_4,-0.12009998660981279,0.48937769214081334,2.22524921944353,1.0
O95319,CELF2,CELF2,Cluster_4,-0.31027733746115516,0.7738822053396681,2.2244382982049142,1.0
P0DJ07,PET100,PET100,Cluster_4,0.8098538123503674,0.6823952114492773,2.22384147924717,1.0
Q969S2,NEIL2,NEIL2,Cluster_4,-0.26966749487069724,0.3694056604630864,2.222986822238255,1.0
P49662,CASP4,CASP4,Cluster_4,-0.009175963001294231,0.32176186290499154,2.221538192545556,1.0
Q969K3,RNF34,RNF34,Cluster_4,-0.12642615917150585,0.3041135603958242,2.221505239774798,1.0
Q9NWT8,AURKAIP1,AURKAIP1,Cluster_4,-0.20413920009190922,0.681899387019328,2.2214088892975994,1.0
Q96AY2,EME1,EME1,Cluster_4,-0.2186764409135543,0.5626060302970805,2.2214039067917923,1.0
Q0IIM8,TBC1D8B,TBC1D8B,Cluster_4,-0.09190253743273886,0.33197123640053305,2.2213757917422203,1.0
Q9H999,PANK3,PANK3,Cluster_4,0.5608902289948767,0.651033445260319,2.219103482821007,1.0
Q96PY6,NEK1,NEK1,Cluster_4,-0.10510151608868978,0.4483292284353404,2.2190269264399234,1.0
P62328,TMSB4X,TMSB4X,Cluster_4,0.2664626475795943,0.306908556546406,2.2178831267956056,1.0
Q8WUN7,UBTD2,UBTD2,Cluster_4,0.08821086597252667,0.4185400046111961,2.214185131746984,1.0
Q9P206,NHSL3,NHSL3,Cluster_4,-0.36719805394806093,0.32751422576698475,2.213360108780837,1.0
Q9BT43,POLR3GL,POLR3GL,Cluster_4,0.24340213661731078,0.42150688614777443,2.212176767296917,1.0
B3KNS4,ERVK3-1,ERVK3-1,Cluster_4,-0.15443646936204908,0.32575768288326806,2.210059293062006,1.0
P34947,GRK5,GRK5,Cluster_4,-0.24802728476953098,0.4241072651160734,2.2093874365335164,1.0
O77932,DXO,DXO,Cluster_4,0.18066896718573694,0.34496125168526703,2.2072992067766943,1.0
Q6ICB0,DESI1,DESI1,Cluster_4,0.0938883517118307,0.36584139892965994,2.207143860646271,1.0
Q8NCD3,HJURP,HJURP,Cluster_4,-0.211548249813484,0.4153874027124271,2.2053254854171627,1.0
Q8IXW5,RPAP2,RPAP2,Cluster_4,-0.2064609167973421,0.30111835822347777,2.204621134104748,1.0
P17010,ZFX,ZFX,Cluster_4,-0.15909060181001128,0.338845181016334,2.203562163221971,1.0
P28749,RBL1,RBL1,Cluster_4,-0.17526010311898096,0.40761688795602014,2.201919381454598,1.0
Q8NAN2,MIGA1,MIGA1,Cluster_4,-0.18787326097717283,0.572971148821033,2.200704414647891,1.0
Q9UBK7,RABL2A,RABL2A,Cluster_4,-0.24398034254926748,0.507490074847426,2.2000826904171333,1.0
O95759,TBC1D8,TBC1D8,Cluster_4,-0.04329688443847925,0.44916165925679685,2.199158412810947,1.0
Q9Y605,MRFAP1,MRFAP1,Cluster_4,-0.21648081881412934,0.36618120757908573,2.198718811927812,1.0
P33981,TTK,TTK,Cluster_4,-0.24200661464982837,0.4271477516793596,2.197079284126758,1.0
Q9Y3R5,DOP1B,DOP1B,Cluster_4,-0.20241494621740164,0.45692342474619607,2.1966997132630546,1.0
Q9BUA3,SPINDOC,SPINDOC,Cluster_4,-0.020915968738714815,0.3189166751645207,2.195494640831221,1.0
Q7Z4L5,TTC21B,TTC21B,Cluster_4,-0.3476417402276821,0.7196926018176607,2.1929625146162746,1.0
A8MW92,PHF20L1,PHF20L1,Cluster_4,-0.26913518944609355,0.3202291672040765,2.1924942116733828,1.0
Q9Y546,LRRC42,LRRC42,Cluster_4,-0.19138839926945875,0.29338181922494794,2.1915503759431942,1.0
Q8TDN4,CABLES1,CABLES1,Cluster_4,0.07078520648004442,0.3574285329672307,2.18950022237326,1.0
P0C7T5,ATXN1L,ATXN1L,Cluster_4,0.13579024415363194,0.40113367751753876,2.1890395203556885,1.0
Q9NYL2,MAP3K20,MAP3K20,Cluster_4,-0.20974755741289905,0.31393615003198516,2.18688764876873,1.0
Q9BUB4,ADAT1,ADAT1,Cluster_4,0.08652421509766596,0.3753857204827516,2.184812442993465,1.0
Q9H7E2,TDRD3,TDRD3,Cluster_4,-0.2721212613526606,0.22025067832803125,2.1837422388859125,1.0
Q6P1S2,MISO1,MISO1,Cluster_4,-0.08313518962578971,0.36156178240321957,2.1813743585733043,1.0
Q9BRK4,LZTS2,LZTS2,Cluster_4,-0.09189848402086473,0.2707237436255467,2.1808751850823818,1.0
Q8IYD8,FANCM,FANCM,Cluster_4,-0.4580183943392449,0.6266246026357434,2.179765349318979,1.0
O43257,ZNHIT1,ZNHIT1,Cluster_4,-0.5397139560403366,0.43619836305512677,2.1787059964285778,1.0
Q8NC26,ZNF114,ZNF114,Cluster_4,-0.14321284439784066,0.34557008364361785,2.177987188485158,1.0
Q92729,PTPRU,PTPRU,Cluster_4,0.005967450156218992,0.5909781721060918,2.1777562544418743,1.0
Q9UHK0,NUFIP1,NUFIP1,Cluster_4,-0.2860411384883003,0.29305058549996876,2.1769872147163944,1.0
Q8TE76,MORC4,MORC4,Cluster_4,-0.43607571343792145,0.7350527761955978,2.176639615295631,1.0
Q9H930,SP140L,SP140L,Cluster_4,0.25211265132218447,0.5636419608770142,2.1764600767192785,1.0
O60347,TBC1D12,TBC1D12,Cluster_4,-0.09859639421431059,0.3422302654941964,2.175879518847502,1.0
O60307,MAST3,MAST3,Cluster_4,0.18027567455843135,0.44707395729786337,2.175173418236348,1.0
Q9NRZ9,HELLS,HELLS,Cluster_4,-0.31870397664985506,0.3855049154868771,2.1718228843890444,1.0
Q96GD4,AURKB,AURKB,Cluster_4,-0.2079342789487411,0.37087974091977427,2.171626095370435,1.0
Q8WYL5,SSH1,SSH1,Cluster_4,0.04672297718972395,0.35558179500217585,2.1713767583414967,1.0
Q9BTV6,DPH7,DPH7,Cluster_4,0.31034929877273415,0.847966909471714,2.1712605037648416,1.0
B2RBV5,MRFAP1L2,MRFAP1L2,Cluster_4,-0.37266853590001986,0.7103670952753884,2.170645751802814,1.0
Q9HCI7,MSL2,MSL2,Cluster_4,-0.5732313333003602,0.48400571448675556,2.169745471146894,1.0
Q8WYQ9,ZCCHC14,ZCCHC14,Cluster_4,0.45649577936595864,0.6016825462866743,2.169019372588977,1.0
Q9NS84,CHST7,CHST7,Cluster_4,0.22143120046400766,0.5324566571605766,2.166812325119814,1.0
Q86SE8,NPM2,NPM2,Cluster_4,-0.17926595075759458,0.3047543252290394,2.1660135597024173,1.0
Q9BUB5,MKNK1,MKNK1,Cluster_4,-0.07187824901974033,0.526123942622234,2.165626023578813,1.0
Q6ZNA5,FRRS1,FRRS1,Cluster_4,0.8962884018431586,0.5428120528076995,2.1652629637089937,1.0
Q6PFW1,PPIP5K1,PPIP5K1,Cluster_4,0.26879387660170967,0.5823777534628257,2.165192503250008,1.0
Q12851,MAP4K2,MAP4K2,Cluster_4,-0.052774990548180294,0.4542981190163501,2.165045728192812,1.0
Q9Y5N5,HEMK2,HEMK2,Cluster_4,-0.08481235441194543,0.30637590076570087,2.164898506434956,1.0
Q9Y5V3,MAGED1,MAGED1,Cluster_4,-0.22102001391212245,0.2776500801874052,2.164160957320988,1.0
P54274,TERF1,TERF1,Cluster_4,-0.23511106147992167,0.2657035671792243,2.1632268516697017,1.0
Q9NRW4,DUSP22,DUSP22,Cluster_4,-0.021694906162121934,0.3930040041565738,2.16055831247634,1.0
Q8IYW5,RNF168,RNF168,Cluster_4,-0.31071473547647604,0.28824471466354334,2.160541795899612,1.0
Q8IVH4,MMAA,MMAA,Cluster_4,-0.19266074715786555,0.681045668113556,2.159068912563196,1.0
Q9Y3C7,MED31,MED31,Cluster_4,0.10792733454486385,0.3179232545943219,2.159047332478508,1.0
Q8N0U4,FAM185A,FAM185A,Cluster_4,-0.4028322859479926,0.5571671790880729,2.1590383004418587,1.0
Q92546,RGP1,RGP1,Cluster_4,-0.017081642573826057,0.336696937921114,2.157626930577214,1.0
Q9UK55,SERPINA10,SERPINA10,Cluster_4,-0.26252641434862184,0.6607377150639855,2.1566749188999577,1.0
Q9BW19,KIFC1,KIFC1,Cluster_4,-0.29531862602208686,0.3165772013706078,2.156456602121594,1.0
Q15051,IQCB1,IQCB1,Cluster_4,-0.16463919934925775,0.5365022039918524,2.1564392854727945,1.0
Q6V1X1,DPP8,DPP8,Cluster_4,-0.008959733888387236,0.338105940463958,2.1525967805050747,1.0
Q9Y3V2,RWDD3,RWDD3,Cluster_4,0.2758099694442665,0.4407703757484001,2.150001889129502,1.0
A6NHQ4,EPOP,EPOP,Cluster_4,-0.19876270805407184,0.32074442992967833,2.1487197125517365,1.0
Q4ZG55,GREB1,GREB1,Cluster_4,-0.12117455254246597,0.39782266480558987,2.146882235510557,1.0
P78368,CSNK1G2,CSNK1G2,Cluster_4,-0.13926323692019926,0.36644134049178595,2.144719638664357,1.0
Q96RY7,IFT140,IFT140,Cluster_4,-0.26795358945172654,0.3200192491693266,2.142977209942284,1.0
Q08345,DDR1,DDR1,Cluster_4,0.15697946493724316,0.4334644634887203,2.141378415210029,1.0
P49069,CAMLG,CAMLG,Cluster_4,0.11861340377627773,0.34324005093427146,2.1412628601663712,1.0
Q8WWX9,SELENOM,SELENOM,Cluster_4,-0.010725531956880759,0.3381832149044208,2.141105634937692,1.0
Q9P0R6,GSKIP,GSKIP,Cluster_4,0.16319722091792305,0.3677033920550855,2.1409148296178024,1.0
A0AVK6,E2F8,E2F8,Cluster_4,-0.39808806820122833,0.6384908462807568,2.139987062393189,1.0
Q6PCB5,RSBN1L,RSBN1L,Cluster_4,-0.1256692251424662,0.27264446166151296,2.139045777527013,1.0
Q92503,SEC14L1,SEC14L1,Cluster_4,0.06575361257110937,0.2741292814700393,2.1384958548529056,1.0
O60281,ZNF292,ZNF292,Cluster_4,-0.25497455904042804,0.28214064855291804,2.1365047301603663,1.0
Q5VU43,PDE4DIP,PDE4DIP,Cluster_4,0.043219950210774995,0.29398322405686006,2.1352783240807938,1.0
Q9UM82,SPATA2,SPATA2,Cluster_4,0.024105145242690154,0.2992125165099279,2.134041133875286,1.0
Q6ZW31,SYDE1,SYDE1,Cluster_4,-0.10795034366556192,0.34546599059272187,2.13356248435401,1.0
Q99969,RARRES2,RARRES2,Cluster_4,-0.16350864888361663,0.7319740821721774,2.130570965539091,1.0
Q99956,DUSP9,DUSP9,Cluster_4,0.008242546436773529,0.3356757906746397,2.1304288568583587,1.0
Q86YW9,MED12L,MED12L,Cluster_4,-0.1370127287905668,0.2799795583542634,2.129287346385425,1.0
Q15048,LRRC14,LRRC14,Cluster_4,-0.09949776142506947,0.31525516388513836,2.128088084017248,1.0
Q63ZY3,KANK2,KANK2,Cluster_4,-0.07974730837750081,0.35353135140894565,2.127705563336951,1.0
Q16254,E2F4,E2F4,Cluster_4,-0.031239186848055715,0.31649202302458523,2.12599476248024,1.0
Q8N7R7,CCNYL1,CCNYL1,Cluster_4,0.05960171699802085,0.31369255647530964,2.125901397075399,1.0
Q9ULM6,CNOT6,CNOT6,Cluster_4,0.3544404071234715,0.5989048874194758,2.1253672841220776,1.0
Q9NUP7,TRMT13,TRMT13,Cluster_4,-0.11429456800980645,0.27504977603099534,2.1253476558034308,1.0
Q9H6A9,PCNX3,PCNX3,Cluster_4,-0.09998982353856609,0.299162277877349,2.122653409586528,1.0
Q9NSD4,ZNF275,ZNF275,Cluster_4,-0.33181256485060684,0.5748722999475714,2.1224196309945587,1.0
Q6NTE8,MRNIP,MRNIP,Cluster_4,-0.33673941305294275,0.446446997905087,2.121962026570189,1.0
Q96G28,CFAP36,CFAP36,Cluster_4,-0.048652465259619755,0.5412400523150367,2.1211319546729115,1.0
Q8TCA0,LRRC20,LRRC20,Cluster_4,-0.11611652053652617,0.3426968191067677,2.120904177695248,1.0
Q96QD5,DEPDC7,DEPDC7,Cluster_4,-0.36198867976599985,0.48304717559855403,2.1184684870335406,1.0
Q9Y4D8,,Q9Y4D8,Cluster_4,-0.05163751374377268,0.2961989385907839,2.1182705138898115,1.0
Q6NSZ9,ZSCAN25,ZSCAN25,Cluster_4,-0.3467142110856071,0.46503305563329345,2.117414724592237,1.0
Q6NUN9,ZNF746,ZNF746,Cluster_4,-0.15133498491331518,0.5186152215109683,2.116024678684747,1.0
Q5VYV7,SLX4IP,SLX4IP,Cluster_4,-0.1608942127580823,0.3700127336569454,2.11569480046324,1.0
